track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Where U Been?,2 Chainz,0,B.O.A.T.S. II #METIME (Deluxe),2013,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.839,0.581,10,-3.237,0,0.0433,0.199,0.0,0.417,0.508,134.031,230867
Nollie Tre Flip,Hopsin,44,Knock Madness,2013,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.843,0.773,6,-6.893,1,0.291,0.251,0.0,0.0899,0.417,90.039,211573
Cadillacs & Chevys,Jarren Benton,35,My Grandmas Basement,2013,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.469,0.82,1,-6.557,1,0.13,0.00087,0.0,0.118,0.331,88.021,246818
Hella Hoes,A$AP Mob,56,Hella Hoes,2014,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.633,0.853,8,-6.491,1,0.389,0.302,0.0,0.152,0.544,130.018,211965
Try Me (feat. Young Thug),Trae Tha Truth,5,Try Me (feat. Young Thug) - Single,2014,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.772,0.532,9,-8.462,1,0.0767,0.0136,0.0,0.0823,0.187,110.065,225072
Manolo,Trip Lee,0,Rise,2014,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.878,0.636,9,-7.073,1,0.209,0.0304,0.0,0.192,0.64,135.068,248217
6 Man,Drake,1,If You're Reading This It's Too Late,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.812,0.535,4,-9.306,1,0.449,0.217,0.0,0.114,0.321,78.974,167653
No Tellin',Drake,1,If You're Reading This It's Too Late,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.823,0.467,0,-10.394,0,0.301,0.543,0.0,0.135,0.618,95.024,310933
167,Emilio Rojas,9,Zero Fucks Given: Volume One,2014,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.405,0.729,1,-9.354,0,0.215,0.0118,0.000611,0.644,0.491,154.016,252145
Cash Money,Mike Zombie,0,Rebel Without a Cause,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.569,0.829,10,-5.796,0,0.157,0.0132,0.0,0.178,0.0732,139.969,257176
New Religion,Jazz Cartier,30,New Religion,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.808,0.709,5,-4.916,1,0.0758,0.0679,0.0,0.0668,0.463,108.012,236467
M'$,A$AP Rocky,42,M'$,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.762,0.686,11,-4.211,1,0.113,0.0417,0.0,0.285,0.147,116.496,218587
Monster,Rim'K,0,Monster Tape,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.789,0.629,10,-4.941,0,0.0618,0.154,0.0,0.0864,0.487,123.95,179107
Stupéfiant,Rim'K,0,Monster Tape,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.406,0.965,11,-4.193,0,0.693,0.189,0.0,0.0988,0.563,174.177,236360
Rayonnons,Jarod,0,Rayonnons,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.846,0.785,9,-4.363,1,0.188,0.123,0.0,0.959,0.453,116.035,270992
Bombay (feat. Sembem & Sjaak),CHO,32,Knock Knock 2,2013,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.597,0.533,11,-7.976,0,0.104,0.00249,1.45e-06,0.192,0.217,131.988,266896
Bankroll,Sy Ari Da Kid,20,Bankroll,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.858,0.639,2,-6.777,1,0.0397,0.266,0.000109,0.158,0.449,127.982,196937
Vacation,Derin Falana,30,Derin Falana - EP,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.869,0.499,9,-6.282,0,0.14,0.0102,0.0,0.104,0.554,100.025,138109
Imports,Chase,21,Imports - Single,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.87,0.463,0,-10.959,1,0.359,0.0555,0.0,0.314,0.446,110.043,159269
Molly,Ixzo,0,Molly,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.92,0.407,11,-10.83,0,0.166,0.327,0.0,0.114,0.3,114.997,202296
Débrouillard,Damso,0,Débrouillard,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.809,0.667,11,-5.997,1,0.231,0.208,0.0,0.131,0.358,120.015,245173
Cups of Coffee,Alien Family,0,Alien Family II,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.73,0.82,0,-7.684,1,0.576,0.126,0.0,0.588,0.533,170.004,212235
Peanut Butter Jelly,T.I.,37,Da' Nic,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.816,0.687,0,-6.543,1,0.259,0.0407,0.0,0.1,0.22,126.779,317011
Gumbo,Jay Rock,33,Gumbo,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.647,0.75,1,-7.758,1,0.0863,0.238,3.29e-05,0.189,0.235,100.975,221309
SRS,Migos,30,MigoThuggin,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.758,0.527,0,-8.864,0,0.155,0.151,0.0,0.675,0.29,107.924,271599
Hookah,Ol Kainry,0,Superman noir,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.677,0.834,11,-5.614,1,0.246,0.129,0.0,0.142,0.808,140.029,236529
Gullah Gullah Island,Dear Silas,0,Gullah Gullah Island,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.841,0.539,1,-8.102,0,0.0863,0.279,4.11e-06,0.686,0.299,128.022,190222
Drake We Made It,Young Money,0,Young Money 2,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.788,0.821,3,-8.829,1,0.105,0.0932,2.37e-06,0.334,0.716,116.026,185186
Akwaba,MZ,32,La dictature,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.903,0.549,11,-4.266,0,0.245,0.183,0.0,0.241,0.755,118.032,260640
MD - Radio Edit,MZ,44,La dictature,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.918,0.783,9,-5.049,0,0.0823,0.0352,2.01e-06,0.0673,0.851,120.999,290880
Pause,MZ,38,La dictature,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.727,0.608,3,-7.032,0,0.152,0.26,0.0,0.156,0.465,115.003,272080
Lidl,MZ,32,La dictature,2016,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.701,0.696,8,-5.427,0,0.106,0.0682,0.0,0.113,0.67,130.048,254253
Be Alright,Dean Lewis,83,Be Alright,2018,urban contemporary,r&b,urban contemporary,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373
Chemicals,Dean Lewis,64,A Place We Knew,2019,urban contemporary,r&b,urban contemporary,0.551,0.463,11,-9.683,1,0.0391,0.679,1.3e-06,0.14,0.186,80.922,221707
Everything Or Nothing,Picture This,59,MDRN LV,2019,urban contemporary,r&b,urban contemporary,0.604,0.685,7,-5.679,1,0.0277,0.00543,0.063,0.0706,0.245,104.971,238200
Lose My Mind,Dean Lewis,60,Same Kind Of Different,2017,urban contemporary,r&b,urban contemporary,0.554,0.642,8,-6.637,1,0.0306,0.047,0.0,0.121,0.228,128.039,200881
No Right To Love You - Acoustic,Rhys Lewis,71,No Right To Love You (Acoustic),2018,urban contemporary,r&b,urban contemporary,0.531,0.269,1,-10.6,1,0.0406,0.866,0.0,0.116,0.52,84.186,229557
This Morning,Picture This,60,This Morning,2018,urban contemporary,r&b,urban contemporary,0.521,0.826,2,-2.888,1,0.0372,0.138,0.0,0.196,0.372,158.032,196827
At My Weakest,James Arthur,67,You Deserve Better / At My Weakest,2018,urban contemporary,r&b,urban contemporary,0.636,0.433,10,-8.346,1,0.0614,0.536,0.0,0.123,0.234,75.02,217293
Be Your Man - Acoustic,Rhys Lewis,62,Be Your Man (Acoustic),2017,urban contemporary,r&b,urban contemporary,0.65,0.197,9,-10.998,0,0.0554,0.887,0.0,0.107,0.354,79.838,203818
Cringe - Stripped,Matt Maeson,65,Cringe (Stripped),2017,urban contemporary,r&b,urban contemporary,0.752,0.276,5,-8.901,1,0.0463,0.876,0.0,0.103,0.275,126.135,223467
Quiet,Natalie Weiss,37,Thirteen Stories Down: The Songs Of Jonathan Reid Gealt,2010,urban contemporary,r&b,urban contemporary,0.252,0.289,7,-10.003,1,0.0442,0.462,0.0169,0.243,0.173,66.064,198013
Lost Boy,Ruth B.,76,Lost Boy,2015,urban contemporary,r&b,urban contemporary,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,275280
My Immortal - Band Version,Evanescence,57,Fallen,2003,urban contemporary,r&b,urban contemporary,0.367,0.34,9,-7.877,1,0.0306,0.755,1.56e-05,0.0868,0.0704,149.788,273360
Why,Skinny Living,56,6,2017,urban contemporary,r&b,urban contemporary,0.522,0.503,11,-6.198,0,0.0543,0.718,2.84e-06,0.0935,0.367,132.893,174730
Soldier,James TW,70,Chapters,2019,urban contemporary,r&b,urban contemporary,0.496,0.639,6,-6.157,1,0.055,0.28,0.0,0.0975,0.305,147.764,224720
Walk Me Home,P!nk,69,Hurts 2B Human,2019,urban contemporary,r&b,urban contemporary,0.652,0.453,1,-6.119,1,0.0445,0.0519,0.0,0.179,0.432,88.038,177391
The Story Never Ends,Lauv,72,I met you when I was 18. (the playlist),2018,urban contemporary,r&b,urban contemporary,0.614,0.126,9,-9.403,1,0.0376,0.911,0.0,0.148,0.351,119.945,229029
Better Half of Me,Tom Walker,69,What a Time To Be Alive (Deluxe Edition),2019,urban contemporary,r&b,urban contemporary,0.586,0.447,3,-4.699,1,0.0287,0.816,0.0,0.277,0.441,107.851,195452
Better Than Today,Rhys Lewis,68,Better Than Today,2019,urban contemporary,r&b,urban contemporary,0.387,0.234,0,-8.861,1,0.0373,0.736,0.0,0.084,0.408,78.65,230353
Why I Love You,MAJOR.,54,Why I Love You - Single,2016,urban contemporary,r&b,urban contemporary,0.363,0.214,8,-10.348,1,0.0332,0.683,0.0,0.122,0.21,80.354,235907
You & Me,James TW,77,Chapters,2019,urban contemporary,r&b,urban contemporary,0.714,0.686,11,-6.333,1,0.0445,0.203,7.76e-06,0.102,0.828,127.015,231653
In Case You Don't Live Forever,Ben Platt,60,Sing To Me Instead,2019,urban contemporary,r&b,urban contemporary,0.529,0.307,9,-8.24,1,0.0335,0.851,0.0,0.104,0.439,139.785,228960
"Fire On Fire - From ""Watership Down""",Sam Smith,81,"Fire On Fire (From ""Watership Down"")",2018,urban contemporary,r&b,urban contemporary,0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,0.341,115.124,246735
Not About Angels,Birdy,75,Not About Angels,2014,urban contemporary,r&b,urban contemporary,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,189475
Bad,James Bay,73,Oh My Messy Mind,2019,urban contemporary,r&b,urban contemporary,0.549,0.413,4,-5.587,1,0.0362,0.756,0.0,0.0939,0.29,139.981,225920
Do You?,Rebecca Black,41,Do You?,2019,urban CONTEMPORARY,r&b,urban contemporary,0.575,0.126,4,-12.587,0,0.0289,0.709,2.24e-06,0.273,0.129,83.99,199146
Keep On Breaking My Heart,Seramic,39,Keep On Breaking My Heart,2019,urban CONTEMPORARY,r&b,urban contemporary,0.505,0.267,9,-7.372,1,0.0386,0.793,0.0,0.154,0.236,127.769,210352
I'd Rather Go Blind - Live,Dua Lipa,60,Live Acoustic EP,2017,urban CONTEMPORARY,r&b,urban contemporary,0.567,0.347,9,-5.533,1,0.0343,0.682,1.32e-06,0.0873,0.348,114.056,156482
I Can't Make You Love Me,Jake Isaac,48,I Can't Make You Love Me,2018,urban CONTEMPORARY,r&b,urban contemporary,0.598,0.0647,2,-12.254,1,0.0913,0.655,0.0,0.115,0.339,132.853,161640
"At the End, Pt. 1",Save the Arcadian,4,That Bright Tide,2014,urban CONTEMPORARY,r&b,urban contemporary,0.395,0.191,0,-12.018,1,0.0321,0.922,0.000479,0.108,0.206,144.664,152187
We Find Love,Daniel Caesar,69,Freudian,2017,urban CONTEMPORARY,r&b,urban contemporary,0.51,0.363,5,-8.635,1,0.0304,0.853,0.0,0.109,0.426,78.0,254919
Thinking 'Bout You,Dua Lipa,33,Dua Lipa,2017,urban CONTEMPORARY,r&b,urban contemporary,0.802,0.481,4,-5.132,0,0.043,0.0856,0.0,0.152,0.468,90.973,171947
If I Were a Boy,Beyoncé,68,I AM...SASHA FIERCE,2008,urban CONTEMPORARY,r&b,urban contemporary,0.632,0.518,6,-6.126,1,0.0313,0.107,0.0,0.354,0.427,90.007,249147
Stay With Me,Sam Smith,56,In The Lonely Hour (Drowning Shadows Edition),2015,urban CONTEMPORARY,r&b,urban contemporary,0.56,0.429,0,-6.267,1,0.0377,0.52,7.06e-05,0.105,0.161,85.036,172724
2 Cigarettes,Jack & Jack,13,A Good Friend Is Nice,2019,urban CONTEMPORARY,r&b,urban contemporary,0.754,0.686,9,-7.985,0,0.0638,0.298,0.0,0.0898,0.291,111.962,229827
You Don't Know How Lucky You Are,Keaton Henson,52,Dear,2010,urban CONTEMPORARY,r&b,urban contemporary,0.389,0.314,2,-8.559,1,0.0345,0.772,0.576,0.109,0.107,95.641,228080
Parachute,NSTASIA,37,Parachute,2017,urban CONTEMPORARY,r&b,urban contemporary,0.814,0.481,5,-6.448,0,0.101,0.53,5.91e-06,0.129,0.573,119.008,188962
Breathe,JSPH,36,Breathe,2016,urban CONTEMPORARY,r&b,urban contemporary,0.727,0.364,4,-10.103,0,0.433,0.422,0.0,0.101,0.355,90.029,215955
Learn Ya,6LACK,21,FREE 6LACK,2017,urban CONTEMPORARY,r&b,urban contemporary,0.554,0.521,0,-8.727,0,0.295,0.565,0.00627,0.111,0.239,83.911,215680
Precious,Kevin Garrett,0,Precious,2016,urban CONTEMPORARY,r&b,urban contemporary,0.64,0.477,8,-9.193,1,0.0479,0.369,0.000411,0.111,0.163,117.005,267973
Blessed,Daniel Caesar,67,Freudian,2017,urban CONTEMPORARY,r&b,urban contemporary,0.448,0.263,11,-11.98,1,0.0373,0.824,1.91e-06,0.106,0.451,109.889,241371
Falling Like The Stars,James Arthur,79,Falling Like The Stars,2019,urban CONTEMPORARY,r&b,urban contemporary,0.296,0.351,6,-9.538,1,0.0351,0.823,1.5e-06,0.11,0.19,177.596,212720
Forgotten How to Fly,CLAY,36,Forgotten How to Fly,2017,urban CONTEMPORARY,r&b,urban contemporary,0.622,0.151,0,-13.348,1,0.129,0.7,4.08e-06,0.255,0.337,163.854,202000
ilomilo,Billie Eilish,81,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,urban CONTEMPORARY,r&b,urban contemporary,0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,156371
Bored,Billie Eilish,76,Bored,2017,urban CONTEMPORARY,r&b,urban contemporary,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933
Don't Watch Me Cry,Jorja Smith,69,Lost & Found,2018,urban CONTEMPORARY,r&b,urban contemporary,0.559,0.157,1,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877,190430
Let Me Down,Jorja Smith,8,Let Me Down,2018,urban CONTEMPORARY,r&b,urban contemporary,0.547,0.504,5,-7.909,0,0.0478,0.779,0.0,0.155,0.155,119.895,188000
Silence - Acoustic,Grace Carter,8,Silence (Acoustic),2017,urban CONTEMPORARY,r&b,urban contemporary,0.515,0.122,10,-11.192,1,0.0439,0.806,0.0,0.112,0.164,167.462,221848
Younger,Ruel,75,Younger,2018,urban CONTEMPORARY,r&b,urban contemporary,0.745,0.477,11,-7.706,0,0.088,0.202,0.0,0.12,0.454,136.055,222320
Wandering Romance,Jorja Smith,57,Lost & Found,2018,urban CONTEMPORARY,r&b,urban contemporary,0.485,0.458,1,-8.676,0,0.0525,0.606,0.00045,0.12,0.102,78.558,275618
Famous,Ty Dolla $ign,46,Beach House 3,2017,urban CONTEMPORARY,r&b,urban contemporary,0.562,0.298,6,-9.523,1,0.0862,0.686,0.0,0.388,0.577,77.903,200987
Melatonin (Unplugged),Phoria,56,Melatonin (Unplugged),2017,urban CONTEMPORARY,r&b,urban contemporary,0.54,0.222,8,-12.846,0,0.0321,0.88,0.000587,0.346,0.28,128.871,325281
Sailing Away,AVEC,10,Heartbeats - EP,2015,urban CONTEMPORARY,r&b,urban contemporary,0.528,0.258,7,-10.238,0,0.0394,0.653,0.000106,0.0882,0.121,121.328,256463
Black Crow - Acoustic,Louis Baker,42,Black Crow (Acoustic),2018,urban CONTEMPORARY,r&b,urban contemporary,0.761,0.153,7,-10.906,0,0.0405,0.893,0.0,0.116,0.332,112.783,194444
Labor,Son Lux,37,Brighter Wounds,2018,urban CONTEMPORARY,r&b,urban contemporary,0.345,0.215,7,-12.204,1,0.0422,0.77,0.045,0.155,0.189,88.336,248455
Lavender and Velvet,Alina Baraz,59,Lavender and Velvet,2017,urban CONTEMPORARY,r&b,urban contemporary,0.684,0.512,11,-7.232,0,0.0401,0.401,0.0,0.1,0.354,127.908,228966
After the Storm,Mumford & Sons,54,Sigh No More,2009,urban CONTEMPORARY,r&b,urban contemporary,0.499,0.16,7,-13.632,1,0.0362,0.899,3.8e-05,0.106,0.103,77.09,248173
Woman,HONNE,57,Woman,2016,urban CONTEMPORARY,r&b,urban contemporary,0.513,0.413,0,-7.151,1,0.0372,0.565,3.52e-06,0.124,0.246,139.649,265479
Higher Ground (Acoustic),SKAAR,47,"Higher Ground (From the Original Motion Picture ""Battle"")",2018,urban CONTEMPORARY,r&b,urban contemporary,0.582,0.113,2,-10.316,0,0.0491,0.722,0.0,0.116,0.354,137.179,201267
Loose,Daniel Caesar,61,Freudian,2017,urban CONTEMPORARY,r&b,urban contemporary,0.198,0.162,1,-15.815,1,0.0343,0.926,0.00896,0.135,0.0527,70.453,185523
Messages From Her,Sabrina Claudio,60,"No Rain, No Flowers",2018,urban CONTEMPORARY,r&b,urban contemporary,0.377,0.426,0,-6.64,1,0.0451,0.801,0.0592,0.112,0.103,125.826,290186
Pray You Catch Me,Beyoncé,62,Lemonade,2016,urban CONTEMPORARY,r&b,urban contemporary,0.25,0.215,8,-13.676,0,0.037,0.632,0.0717,0.401,0.0746,174.824,195987
So Sick,Ne-Yo,16,In My Own Words,2006,urban CONTEMPORARY,r&b,urban contemporary,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187
Say My Name,William Singe,45,Say My Name,2016,urban CONTEMPORARY,r&b,urban contemporary,0.761,0.419,8,-9.547,0,0.147,0.636,0.0,0.108,0.584,127.839,168750
Fighting Temptation,Deitrick Haddon,17,Church On The Moon,2011,Gospel,r&b,urban contemporary,0.743,0.753,1,-6.579,0,0.176,0.00214,2.62e-06,0.34,0.741,120.029,245147
Forgiven,Deitrick Haddon,24,Church On The Moon,2011,Gospel,r&b,urban contemporary,0.546,0.686,1,-5.537,1,0.0747,0.0788,0.0,0.0729,0.764,63.547,258347
Give Me A Clean Heart,Fred Hammond,36,Purpose By Design,2000,Gospel,r&b,urban contemporary,0.595,0.623,9,-5.306,1,0.0522,0.629,2.92e-06,0.139,0.302,144.073,448120
Heaven,Mary Mary,36,Mary Mary,2005,Gospel,r&b,urban contemporary,0.564,0.839,1,-6.076,1,0.0766,0.00878,0.0121,0.31,0.524,94.629,225333
I Need Your Help,Deitrick Haddon,18,Revealed,2008,Gospel,r&b,urban contemporary,0.496,0.547,1,-6.332,1,0.0267,0.1,1.01e-05,0.146,0.219,139.994,291360
I Smile,Kirk Franklin,57,Hello Fear,2011,Gospel,r&b,urban contemporary,0.745,0.753,1,-2.408,1,0.164,0.223,0.0,0.705,0.589,144.057,307973
I Will Trust,Fred Hammond,39,I Will Trust,2014,Gospel,r&b,urban contemporary,0.208,0.572,3,-4.369,0,0.0386,0.251,1.1e-06,0.0935,0.144,171.135,394840
I'm Running,Mary Mary,20,Go Get It,2000,Gospel,r&b,urban contemporary,0.515,0.855,0,-4.593,1,0.221,0.0555,4.53e-05,0.199,0.729,166.01,214573
Imagine Me,Kirk Franklin,52,Hero,2005,Gospel,r&b,urban contemporary,0.632,0.717,0,-8.307,1,0.039,0.138,0.00149,0.0685,0.77,153.942,318840
Mighty God,Deitrick Haddon,32,Church On The Moon,2011,Gospel,r&b,urban contemporary,0.475,0.752,3,-7.127,1,0.105,0.0269,0.0,0.112,0.337,160.05,255200
One More Chance,Deitrick Haddon,17,Church On The Moon,2011,Gospel,r&b,urban contemporary,0.626,0.849,5,-6.006,0,0.0876,0.00351,0.0,0.386,0.483,127.007,236533
Power,Deitrick Haddon,26,Church On The Moon,2011,Gospel,r&b,urban contemporary,0.802,0.577,5,-4.483,1,0.0545,0.0241,0.0,0.165,0.544,130.652,218013
Reppin' The Kingdom,Deitrick Haddon,26,Church On The Moon,2011,Gospel,r&b,urban contemporary,0.7,0.908,1,-6.418,1,0.0827,0.00547,1.17e-06,0.111,0.664,136.978,301227
Running To You,Deitrick Haddon,22,Revealed,2008,Gospel,r&b,urban contemporary,0.704,0.799,5,-7.202,0,0.0482,0.0385,0.000251,0.706,0.685,119.962,282133
Stand Still,Mary Mary,17,Mary Mary,2005,Gospel,r&b,urban contemporary,0.621,0.729,11,-5.271,1,0.0453,0.149,1.11e-05,0.0435,0.727,142.076,225067
Still My Child,Mary Mary,26,Thankful,2000,Gospel,r&b,urban contemporary,0.567,0.365,8,-11.235,1,0.0346,0.527,0.0,0.256,0.285,115.881,237293
Sunday Morning,Mary Mary,33,Go Get It,2000,Gospel,r&b,urban contemporary,0.8,0.697,1,-4.17,1,0.177,0.00273,0.0,0.106,0.818,149.026,186693
Thank You Lord (For Being There For Me),Fred Hammond,31,Purpose By Design,2000,Gospel,r&b,urban contemporary,0.371,0.746,1,-4.643,1,0.146,0.622,0.0,0.988,0.158,110.476,347667
Touch Me,Deitrick Haddon,17,Church On The Moon,2011,Gospel,r&b,urban contemporary,0.951,0.606,1,-5.999,1,0.0542,0.0288,1.85e-06,0.0753,0.965,119.999,233173
Ungrateful,Deitrick Haddon,16,Revealed,2008,Gospel,r&b,urban contemporary,0.701,0.747,4,-5.222,0,0.0337,0.0223,0.0,0.119,0.593,97.05,230133
You Are My Strength,Deitrick Haddon,25,Church On The Moon,2011,Gospel,r&b,urban contemporary,0.661,0.769,9,-6.055,0,0.055,0.146,0.0,0.116,0.504,132.013,264680
We Need You (Y'anna Crawley W/ Friends),YAnna Crawley,8,We Need You (Y'anna Crawley W/ Friends),2017,Gospel,r&b,urban contemporary,0.399,0.696,9,-5.827,1,0.114,0.00513,0.0,0.235,0.454,88.679,224870
Awesome - Celebration Of Gospel Mix,Charles Jenkins & Fellowship Chicago,35,Awesome,2013,Gospel,r&b,urban contemporary,0.545,0.896,1,-5.07,0,0.138,0.0264,0.0,0.49,0.334,127.961,334013
For My God (feat. Jennifer Hudson),Empire Cast,22,Empire: The Complete Season 1,2015,Gospel,r&b,urban contemporary,0.402,0.939,9,-3.247,0,0.337,0.0131,0.0,0.144,0.521,200.425,169440
Troubled World (feat. Kelly Price & Jessica Reedy),Faith Evans,7,Gospelflava.com Presents Something On The Inside,2010,Gospel,r&b,urban contemporary,0.469,0.544,0,-9.966,1,0.0788,0.0197,0.0,0.313,0.343,75.086,236320
"Endow Me (feat. Fantasia, Faith Evans & Lil' Mo)",Coko,12,Gospelflava.com Presents Something On The Inside,2010,Gospel,r&b,urban contemporary,0.428,0.475,11,-5.799,1,0.0458,0.0969,0.0,0.0708,0.238,79.09,418467
Love Thang,Michelle Williams,4,Gospelflava.com Presents Something On The Inside,2010,Gospel,r&b,urban contemporary,0.726,0.543,6,-5.844,1,0.0443,0.264,0.0,0.0797,0.599,119.825,279147
I Know Who Hold Tomorrow,Kelly Price,8,Gospelflava.com Presents Something On The Inside,2010,Gospel,r&b,urban contemporary,0.346,0.2,8,-11.478,1,0.0312,0.899,0.0,0.197,0.352,82.846,189347
I Get Joy,Coko,7,Gospelflava.com Presents Something On The Inside,2010,Gospel,r&b,urban contemporary,0.659,0.824,6,-5.206,0,0.372,0.0627,0.0,0.176,0.702,95.603,252360
Help Me,Dave Hollister,7,Gospelflava.com Presents Something On The Inside,2010,Gospel,r&b,urban contemporary,0.72,0.726,2,-2.967,1,0.0821,0.0199,0.0,0.059,0.569,84.806,242360
I Need An Angel,Ruben Studdard,29,I Need An Angel,2004,Gospel,r&b,urban contemporary,0.618,0.679,11,-4.68,1,0.0335,0.225,0.0,0.0867,0.38,112.699,291707
Thank You Lord,Tamar Braxton,27,Love and War,2013,Gospel,r&b,urban contemporary,0.431,0.723,5,-5.221,1,0.125,0.674,0.0,0.325,0.495,82.3,199947
Heard a Word,Michelle Williams,25,Heart to Yours,2002,Gospel,r&b,urban contemporary,0.633,0.396,0,-7.585,1,0.0775,0.0786,0.000338,0.207,0.272,59.82,296627
Gracefully Broken,Tasha Cobbs Leonard,50,Heart. Passion. Pursuit.,2017,Gospel,r&b,urban contemporary,0.259,0.436,10,-7.216,1,0.035,0.0994,0.0,0.292,0.152,78.096,376667
You Know My Name,Tasha Cobbs Leonard,53,Heart. Passion. Pursuit.,2017,Gospel,r&b,urban contemporary,0.293,0.46,7,-6.992,1,0.0335,0.14,0.0,0.0779,0.191,97.635,480547
The Only Way Out,Andra Day,39,The Only Way Out,2016,Gospel,r&b,urban contemporary,0.499,0.337,2,-8.896,1,0.0428,0.743,0.0,0.12,0.375,84.567,223747
Your Spirit,Tasha Cobbs Leonard,53,Heart. Passion. Pursuit.,2017,Gospel,r&b,urban contemporary,0.267,0.503,6,-6.107,0,0.0352,0.0227,0.0,0.0658,0.137,145.141,471573
We Give You Glory (feat. Tasha Cobbs),Fiya,34,Live Through It,2014,Gospel,r&b,urban contemporary,0.295,0.76,9,-3.55,1,0.0551,0.218,0.0,0.24,0.345,143.32,345227
Brownstone feat. BXRBER,Brasstracks,23,For Those Who Know Pt. I,2017,Urban Contemporary,r&b,urban contemporary,0.358,0.774,9,-4.893,1,0.335,0.048,2.38e-05,0.463,0.436,177.1,222173
When You Say That,Brasstracks,23,For Those Who Know Pt. I,2017,Urban Contemporary,r&b,urban contemporary,0.695,0.802,4,-4.451,1,0.168,0.0712,0.726,0.879,0.581,98.061,188670
Intro,Brasstracks,20,Good Love,2016,Urban Contemporary,r&b,urban contemporary,0.535,0.538,9,-7.282,0,0.0572,0.00645,0.762,0.0721,0.116,74.112,84068
Say U Won't,Brasstracks,40,Good Love,2016,Urban Contemporary,r&b,urban contemporary,0.581,0.766,5,-5.114,1,0.154,0.00176,0.91,0.0842,0.629,148.992,189945
Fever,Brasstracks,39,Fever,2017,Urban Contemporary,r&b,urban contemporary,0.697,0.555,1,-6.119,0,0.0545,0.175,0.855,0.0386,0.737,91.939,239398
All of the Lights,Alexander Lewis,0,All of the Lights,2017,Urban Contemporary,r&b,urban contemporary,0.604,0.892,11,-4.905,0,0.245,0.0253,0.849,0.0706,0.52,144.038,245435
XO Tour Llif3,Brasstracks,48,XO Tour Llif3,2017,Urban Contemporary,r&b,urban contemporary,0.672,0.755,11,-4.666,0,0.187,0.014,0.826,0.164,0.51,77.549,210596
We Bout It,Brasstracks,22,"Moving Castle, Vol. 004",2016,Urban Contemporary,r&b,urban contemporary,0.561,0.675,0,-8.17,1,0.0796,0.0779,0.00297,0.406,0.211,145.004,245864
Grant Green,Mr Jukes,45,God First,2017,Urban Contemporary,r&b,urban contemporary,0.64,0.939,2,-1.472,0,0.0327,0.16,0.0114,0.302,0.859,101.001,202850
