track_name,track_artist,track_popularity,track_album_name,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_album_release_year,track_album_release_month
Stringimi Più Forte,Giordana Angi,34,Stringimi Più Forte,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.677,0.671,2,-4.801,1,0.0546,0.118,0.0,0.0734,0.233,100.065,219712,2019,8
Ostia Lido,J-AX,69,Ostia Lido,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.874,0.786,9,-5.723,1,0.186,0.114,0.0,0.108,0.688,108.944,172945,2019,5
Per Un Milione,Boomdabash,61,Per Un Milione,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.741,0.744,7,-4.099,0,0.0472,0.103,0.0,0.0852,0.898,85.987,174616,2019,2
Accetto Miracoli,Tiziano Ferro,52,Accetto Miracoli,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.533,0.434,0,-5.473,1,0.0315,0.867,3.73e-06,0.107,0.247,78.463,211736,2019,9
Playa,Baby K,67,Playa,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.837,0.577,2,-5.854,1,0.168,0.0403,0.0,0.0721,0.73,109.904,192000,2019,5
Rondini Al Guinzaglio,Ultimo,70,Colpa Delle Favole,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.505,0.579,2,-7.231,1,0.0324,0.576,0.0,0.0903,0.439,141.655,240739,2019,4
In Mezzo A Questo Inverno,Tiziano Ferro,66,Accetto Miracoli,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.633,0.532,7,-5.276,1,0.0308,0.847,0.0,0.101,0.317,124.042,225387,2019,11
Magnifico difetto,Benji & Fede,67,Good Vibes,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.508,0.521,7,-6.749,1,0.0377,0.411,0.0,0.104,0.459,81.995,204978,2019,10
Vento sulla luna (feat. Rkomi),Annalisa,65,Vento sulla luna (feat. Rkomi),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.685,0.854,5,-5.859,0,0.051,0.0224,0.0,0.209,0.871,81.959,231765,2019,11
Stupida Allegria,Emma,61,Fortuna,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.721,0.868,9,-4.779,0,0.0577,0.15,4.17e-06,0.262,0.865,102.032,198347,2019,10
BRAVI A CADERE - I polmoni,Marracash,76,Persona,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.608,0.693,5,-5.676,0,0.103,0.163,0.0,0.104,0.276,95.005,200214,2019,10
La hit dell'estate,Shade,69,La hit dell'estate,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.758,0.834,6,-4.86,0,0.0997,0.271,0.0,0.0942,0.638,119.963,188375,2019,6
"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,71,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.775,0.661,6,-6.178,0,0.183,0.0261,2.09e-05,0.112,0.467,112.029,190700,2019,4
Tua Per Sempre,Elisa,64,Diari Aperti,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.394,0.794,4,-4.369,1,0.0716,0.272,0.0,0.103,0.585,81.621,207347,2019,5
C'est la vie,Achille Lauro,67,1969,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.452,0.51,11,-8.199,0,0.0397,0.167,0.0,0.106,0.54,73.022,193147,2019,4
È sempre bello,Coez,62,È sempre bello,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.692,0.63,8,-6.792,1,0.164,0.0732,0.0,0.0865,0.499,110.919,203872,2019,1
Sale (feat. Shari),Benji & Fede,67,Good Vibes,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.543,0.563,0,-7.333,1,0.0457,0.5,0.0,0.0616,0.37,99.562,157300,2019,10
Pensare Male (con Elodie),The Kolors,62,Pensare Male (con Elodie),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.662,0.882,9,-5.123,0,0.203,0.228,0.0,0.309,0.797,91.947,209348,2019,3
Per due che come noi,Brunori Sas,62,Per due che come noi,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.47,0.497,0,-6.883,1,0.0372,0.655,1.07e-06,0.166,0.307,137.642,227681,2019,12
I Tuoi Particolari,Ultimo,66,I Tuoi Particolari,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.659,0.588,0,-5.682,1,0.063,0.632,0.0,0.124,0.297,135.884,219939,2019,2
CHEYENNE - feat. Charlie Charles,Francesca Michielin,68,CHEYENNE (feat. Charlie Charles),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.606,0.568,1,-7.363,1,0.0635,0.178,5.57e-05,0.123,0.244,105.976,205189,2019,11
Al Telefono,Cesare Cremonini,44,2C2C (The Best Of),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.469,0.507,11,-8.637,0,0.0358,0.00544,8.8e-06,0.0872,0.0391,149.887,287240,2019,11
m8nstar,tha Supreme,65,m8nstar,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.58,0.758,4,-6.448,0,0.044,0.0548,0.0,0.114,0.437,164.924,164825,2019,5
La tua canzone,Coez,71,È sempre bello,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.491,0.776,1,-5.119,1,0.0596,0.0907,0.0,0.111,0.626,179.927,192040,2019,3
Quando Fuori Piove,Ultimo,62,Colpa Delle Favole,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.411,0.448,11,-7.921,1,0.0408,0.571,0.0,0.104,0.333,152.245,221425,2019,4
Senza Pensieri (feat. Loredana Bertè & J-AX),Fabio Rovazzi,62,Senza Pensieri,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.822,0.856,9,-4.354,1,0.0353,0.165,4.12e-05,0.0779,0.692,114.983,185935,2019,7
Domenica,Coez,67,È sempre bello,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.695,0.708,9,-6.348,0,0.0428,0.182,0.0,0.0462,0.599,105.997,201547,2019,3
Senza farlo apposta,Shade,61,Senza farlo apposta,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.518,0.822,1,-4.546,1,0.0645,0.3,0.0,0.067,0.314,127.793,215156,2019,2
Fanfare (feat. Guè Pequeno),Elettra Lamborghini,59,Twerking Queen,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.707,0.89,0,-3.234,0,0.0725,0.0172,0.0,0.177,0.938,101.029,180594,2019,6
Lento,Boro Boro,73,Lento,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.651,0.864,8,-5.799,0,0.225,0.378,0.0,0.227,0.812,181.936,162363,2019,6
La ragazza con il cuore di latta,Irama,59,La ragazza con il cuore di latta,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.612,0.687,0,-7.093,1,0.182,0.279,0.0,0.209,0.305,99.939,222101,2019,2
Mademoiselle,Sfera Ebbasta,67,Mademoiselle,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.794,0.702,6,-5.656,0,0.0346,0.0671,0.0,0.155,0.535,121.938,189344,2019,3
ARSENICO,AIELLO,62,ARSENICO,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.701,0.575,0,-7.843,1,0.0474,0.492,0.0,0.106,0.652,82.022,180651,2019,3
Maradona y Pelé,Thegiornalisti,66,Maradona y Pelé,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.683,0.823,9,-4.885,0,0.23,0.0867,0.0,0.406,0.668,119.905,201985,2019,5
Io Sono Bella,Emma,33,Io Sono Bella,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.697,0.721,1,-6.328,1,0.043,0.000981,0.0,0.0618,0.642,123.037,183185,2019,9
Los Angeles (feat. Guè Pequeno),The Kolors,60,Los Angeles (feat. Guè Pequeno),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.675,0.82,11,-5.261,0,0.0398,0.161,1.14e-06,0.425,0.51,109.08,209018,2019,10
Quel sorriso in volto,Modà,56,Quel sorriso in volto,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.477,0.618,8,-6.643,1,0.0259,0.0203,0.0,0.0901,0.186,158.059,241760,2019,6
LA MIA ULTIMA STORIA,AIELLO,53,LA MIA ULTIMA STORIA,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.641,0.431,7,-7.197,1,0.0964,0.503,0.0,0.08,0.45,74.832,203600,2019,9
"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)",Takagi & Ketra,64,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)",Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.765,0.701,11,-4.089,0,0.058,0.0579,0.0,0.334,0.758,103.998,191639,2019,3
Al di là dell’amore,Brunori Sas,61,Al di là dell’amore,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.697,0.731,7,-4.629,1,0.0413,0.017,0.0,0.0758,0.718,99.995,204924,2019,9
Vivere Tutte Le Vite - con Carl Brave,Elisa,66,Diari Aperti,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.604,0.639,11,-8.501,0,0.128,0.134,0.0,0.0879,0.491,171.887,220604,2019,5
Musica che resta,Il Volo,47,Musica che resta,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.329,0.796,2,-3.429,0,0.0538,0.13,0.0,0.156,0.381,143.988,196601,2019,2
Momenti perfetti,Giusy Ferreri,52,Momenti perfetti,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.581,0.891,11,-4.162,0,0.107,0.0138,0.0,0.341,0.616,178.089,197920,2019,10
A DOMANI PER SEMPRE,Sofia Tornambene,63,A DOMANI PER SEMPRE,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.683,0.42,10,-9.5,1,0.034,0.225,0.0,0.146,0.148,125.931,217619,2019,11
Quelli come me,Modà,51,Quelli come me,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.512,0.644,3,-6.259,1,0.0288,0.0284,0.0,0.0953,0.159,126.001,216093,2019,8
Nonno Hollywood,Enrico Nigiotti,50,Nonno Hollywood,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.622,0.56,7,-5.256,1,0.0562,0.159,0.0,0.139,0.334,126.031,226993,2019,2
In questa città,Max Pezzali,58,In questa città,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.642,0.755,2,-6.896,1,0.0425,0.00526,0.0,0.161,0.582,74.857,204000,2019,11
6 del mattino (feat. Brancar),Jake La Furia,61,6 del mattino (feat. Brancar),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.809,0.768,5,-5.198,0,0.09,0.112,0.0,0.0719,0.525,127.911,178125,2019,6
Ipocondria,Ultimo,65,Colpa Delle Favole,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.711,0.567,5,-7.0,1,0.0798,0.343,0.0,0.161,0.718,119.99,181301,2019,4
Ci siamo capiti male,Biagio Antonacci,47,Chiaramente visibili dallo spazio,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.609,0.674,7,-6.207,0,0.0399,0.213,3.06e-06,0.109,0.548,81.967,181080,2019,11
Turbococco,Ghali,61,Turbococco,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.727,0.871,4,-3.944,0,0.061,0.135,7.59e-05,0.0492,0.963,94.992,156734,2019,6
Puoi leggerlo solo di sera,Modà,51,Testa o croce,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.5,0.516,2,-7.104,1,0.0314,0.0933,0.0,0.111,0.112,127.823,254933,2019,10
Sorriso (Milano Dateo),Calcutta,66,Sorriso (Milano Dateo),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.604,0.59,8,-7.469,1,0.0318,0.362,0.0,0.0959,0.359,90.994,177145,2019,6
Brioschi,Franco126,61,Stanza Singola,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.768,0.562,5,-7.79,0,0.215,0.472,0.0,0.102,0.737,92.013,219293,2019,1
Una canzone che non so,Gazzelle,68,Post Punk,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.705,0.502,11,-6.612,1,0.0262,0.384,0.0,0.123,0.548,119.862,185173,2019,10
Can't Do Without Your Love,Stevie Wonder,1,Motown Unreleased 1969,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.658,0.659,1,-5.937,0,0.0513,0.211,0.0,0.13,0.91,122.886,170635,2019,9
Freedom,Zucchero,51,D.O.C.,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.536,0.673,5,-5.879,0,0.0549,0.0025,0.0,0.131,0.415,97.981,242337,2019,11
Nuova Era (with Dardust),Jovanotti,61,Jova Beach Party,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.505,0.822,1,-5.528,0,0.077,0.0459,0.0,0.066,0.233,119.37,227453,2019,6
Return To Love,Andrea Bocelli,55,Return To Love,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.494,0.434,8,-6.891,1,0.0308,0.609,0.0,0.118,0.138,127.985,274093,2019,10
A chi mi dice,Il Volo,51,Musica,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.306,0.606,7,-4.681,1,0.03,0.0876,0.0,0.146,0.166,159.848,219736,2019,2
Stanza Singola (feat. Tommaso Paradiso),Franco126,65,Stanza Singola,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.676,0.47,10,-7.831,1,0.0582,0.599,0.0,0.209,0.543,129.916,196615,2019,1
La Tua Futura Ex Moglie,Willie Peyote,60,La Tua Futura Ex Moglie,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.58,0.812,2,-6.398,0,0.218,0.555,6.97e-06,0.134,0.479,92.238,275402,2019,8
Polynesia,Gazzelle,63,Polynesia,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.783,0.726,11,-5.052,1,0.0965,0.0291,2.62e-06,0.0548,0.584,124.993,194590,2019,6
Tequila e San Miguel,Loredana Bertè,53,Tequila e San Miguel,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.804,0.789,5,-7.578,1,0.192,0.0533,0.0,0.0875,0.756,83.962,194385,2019,5
Quanto amore si dà (feat. Guè Pequeno),Gigi D'Alessio,51,Quanto amore si dà (feat. Guè Pequeno),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.764,0.787,9,-5.553,1,0.0683,0.0667,9.18e-06,0.129,0.688,101.014,219505,2019,5
Dolceamaro,Malgioglio,48,Dolceamaro,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.688,0.877,2,-5.429,1,0.0517,0.00385,0.00229,0.841,0.96,134.962,227778,2019,4
Cosa ci ha fatto l'amore,Nek,52,Il mio gioco preferito (Parte prima),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.389,0.534,7,-6.333,1,0.0536,0.835,0.0,0.129,0.147,82.725,210213,2019,5
Domani vedrai (feat. Gigi),Gigi D'Alessio,40,Domani vedrai (feat. Gigi),Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.748,0.83,6,-4.597,0,0.0503,0.027,5.19e-06,0.317,0.779,101.018,189507,2019,7
Prima Che Diventi Giorno,Jovanotti,54,Jova Beach Party,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.636,0.942,2,-3.47,1,0.0373,0.193,5.42e-05,0.386,0.581,110.028,299573,2019,6
L'ammore,Gigi D'Alessio,45,Noi due,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.685,0.619,9,-8.43,1,0.0418,0.592,0.00076,0.257,0.47,95.038,227173,2019,10
Ti porto a ballare,Lebo,43,Ti porto a ballare,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.658,0.746,6,-5.371,1,0.0652,0.272,0.0,0.131,0.567,95.903,187408,2019,6
Uebe (feat. Boro Boro),Fred De Palma,59,Uebe,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.817,0.628,10,-6.527,0,0.248,0.261,0.0,0.181,0.373,93.948,201862,2019,9
Fateme Cantà,Ultimo,46,Fateme Cantà,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.543,0.417,5,-8.527,1,0.0354,0.6,0.0,0.0904,0.195,136.208,251141,2019,2
Visti Dall'Alto (feat. Dardust),Rkomi,63,Dove Gli Occhi Non Arrivano,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.44,0.587,10,-8.337,0,0.0851,0.139,0.0,0.0903,0.594,83.39,196253,2019,3
E Poi Ti Penti,Alberto Urso,45,Il Sole Ad Est,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.414,0.558,9,-4.05,1,0.0349,0.559,0.0,0.295,0.185,116.349,207240,2019,10
Buona (Cattiva) Sorte,Tiziano Ferro,43,Buona (Cattiva) Sorte,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.789,0.75,2,-5.571,1,0.223,0.0148,0.0,0.184,0.615,122.957,194376,2019,5
La differenza,Gianna Nannini,49,La differenza,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b,hip pop,0.463,0.405,7,-5.502,1,0.0297,0.39,0.0,0.0904,0.378,140.324,222390,2019,10
What Goes Around,Munch,17,"Full Circle, Pt. 1",Smooth Hip Hop,r&b,hip pop,0.727,0.722,7,-9.191,1,0.22,0.194,0.000329,0.11,0.492,100.001,228818,2019,7
Pimp Tight,NugLife,14,Summer of Nug's,Smooth Hip Hop,r&b,hip pop,0.685,0.591,2,-8.116,0,0.0339,0.543,0.000123,0.239,0.666,96.439,164057,2019,7
Slabs,Blake Anthony,31,Blake Anthony,Smooth Hip Hop,r&b,hip pop,0.725,0.781,5,-6.075,0,0.118,0.22,1.29e-06,0.199,0.687,92.663,166829,2019,8
My Vibe,Jackson Reese,13,Soon I'll Be Fine,Smooth Hip Hop,r&b,hip pop,0.718,0.726,9,-6.566,1,0.195,0.472,0.0,0.2,0.317,115.989,306064,2019,8
Duppy Mecca,Nomad Carlos,26,Blxvk Desert,Smooth Hip Hop,r&b,hip pop,0.712,0.678,1,-5.695,1,0.186,0.221,1.21e-05,0.346,0.601,87.089,180584,2019,11
Back to the Future,Kydd Jones,22,Back to the Future,Smooth Hip Hop,r&b,hip pop,0.433,0.652,6,-9.492,0,0.409,0.18,2.42e-06,0.0875,0.886,179.324,252265,2019,10
Mwana,Sampa the Great,42,The Return,Smooth Hip Hop,r&b,hip pop,0.688,0.971,6,-7.395,1,0.127,0.114,3.2e-05,0.279,0.734,90.994,267577,2019,9
Don't Be Afraid (Untitled Pt. 2) [feat. Nug's],NugLife,22,Summer of Nug's,Smooth Hip Hop,r&b,hip pop,0.705,0.598,11,-7.615,0,0.122,0.398,0.0,0.097,0.587,176.005,177500,2019,7
5 A.M.,REMI,36,5 A.M.,Smooth Hip Hop,r&b,hip pop,0.885,0.58,2,-8.943,1,0.407,0.167,0.0,0.33,0.818,100.895,214455,2019,7
Feel The Vibe,BJ The Chicago Kid,59,1123,Smooth Hip Hop,r&b,hip pop,0.631,0.8,2,-6.546,0,0.0506,0.188,0.000533,0.64,0.857,87.482,240884,2019,7
Dead Prez,Malcolm Voltaire,13,Dead Prez,Smooth Hip Hop,r&b,hip pop,0.714,0.499,3,-5.947,0,0.387,0.695,0.0,0.111,0.898,73.03,182115,2019,1
Black Coffee,Blake Anthony,32,Black Coffee,Smooth Hip Hop,r&b,hip pop,0.747,0.354,9,-11.141,1,0.105,0.0142,0.000102,0.102,0.236,81.099,204905,2019,3
Wah Wah Wah,Kayo Genesis,22,Wah Wah Wah,Smooth Hip Hop,r&b,hip pop,0.665,0.505,8,-12.183,1,0.0932,0.782,1.63e-06,0.149,0.636,96.726,127500,2019,9
Wave Overdose,Tone West,11,Falcon Nine,Smooth Hip Hop,r&b,hip pop,0.584,0.855,1,-9.257,1,0.252,0.1,0.0,0.306,0.833,83.828,147328,2019,9
Smoke & Mirrors,AyiTe,11,Smoke & Mirrors,Smooth Hip Hop,r&b,hip pop,0.527,0.865,7,-5.939,1,0.498,0.514,0.0,0.0771,0.627,77.578,252808,2019,6
Laura's Song 2 (feat. Von Pea & Che Grand),Donwill,20,One Word No Space,Smooth Hip Hop,r&b,hip pop,0.573,0.503,1,-17.046,1,0.306,0.256,0.0,0.898,0.829,85.948,188135,2019,7
The Effects of Climate Change on Densely Populated Areas,People Under The Stairs,35,"Sincerely, the P",Smooth Hip Hop,r&b,hip pop,0.805,0.62,0,-5.631,0,0.295,0.0862,0.00045,0.701,0.653,74.097,251920,2019,2
Who Am I,Smartface,29,Who Am I,Smooth Hip Hop,r&b,hip pop,0.758,0.691,2,-7.12,0,0.149,0.00794,4.02e-05,0.0659,0.549,96.022,217594,2019,9
Tinderella,J. Griffin,9,Tinderella,Smooth Hip Hop,r&b,hip pop,0.723,0.663,7,-6.493,1,0.203,0.592,5.52e-06,0.108,0.67,84.021,102876,2019,4
Boom,G. Dot & Born,9,Boom,Smooth Hip Hop,r&b,hip pop,0.75,0.774,7,-9.312,1,0.293,0.221,0.0,0.112,0.63,92.034,180898,2019,8
Flaus,Blake Anthony,33,Black Anthony,Smooth Hip Hop,r&b,hip pop,0.618,0.711,1,-5.091,1,0.229,0.346,0.0,0.116,0.383,84.984,107300,2019,4
Voyage,Ghostnaut,33,Voyage,Smooth Hip Hop,r&b,hip pop,0.693,0.667,0,-8.161,1,0.308,0.305,6.8e-06,0.0882,0.301,89.621,176398,2019,2
Cousins,TXYLOR,31,Before Chronicle,Fresh Essentials,r&b,hip pop,0.52,0.877,0,-4.889,0,0.0521,0.0152,1.03e-05,0.315,0.674,146.185,210579,2019,12
Disguise,A.M. SNiPER,48,Disguise,Fresh Essentials,r&b,hip pop,0.672,0.846,10,-5.21,0,0.236,0.354,2.21e-05,0.143,0.388,96.973,188660,2019,12
Voices,Jawknee Music,20,Heavy Heart,Fresh Essentials,r&b,hip pop,0.431,0.421,11,-9.038,0,0.0245,0.0563,0.00475,0.141,0.404,145.731,181418,2019,12
Fine,TOMMY FANTOM,32,Fine,Fresh Essentials,r&b,hip pop,0.633,0.632,9,-8.493,1,0.0338,0.0546,0.000602,0.55,0.523,141.947,177305,2019,12
Falling,Harry Styles,88,Fine Line,Fresh Essentials,r&b,hip pop,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,2019,12
Forever,Drvmmer,35,Forever,Fresh Essentials,r&b,hip pop,0.592,0.716,0,-5.589,1,0.0685,0.0223,0.00433,0.398,0.0398,140.023,174857,2019,11
Saide (Sad Song) - English Version,Gliffo,39,Saide (Sad Song) [English Version],Fresh Essentials,r&b,hip pop,0.602,0.488,9,-10.473,0,0.0254,0.738,0.00813,0.966,0.314,76.0,308783,2019,12
Not Alone,Matthew Miller,35,Hold On,Fresh Essentials,r&b,hip pop,0.638,0.407,2,-11.577,1,0.0293,0.0852,9.1e-06,0.0841,0.34,100.003,212640,2019,12
Sayonara,Elben,34,Sayonara,Fresh Essentials,r&b,hip pop,0.688,0.718,4,-4.029,1,0.102,0.00187,6.53e-05,0.172,0.61,80.021,166698,2019,12
Mind Is A Prison,Alec Benjamin,82,Mind Is A Prison,Fresh Essentials,r&b,hip pop,0.636,0.661,5,-5.217,0,0.05,0.527,0.0,0.18,0.694,151.148,162034,2019,12
What Makes You Feel That Way About Me,Z'looke,1,Def by Temptation (Soundtrack) [Remastered],Kenny B's Ultimate New Jack Swing Mix,r&b,new jack swing,0.758,0.79,7,-6.068,1,0.0488,0.0035,0.00363,0.0307,0.543,106.933,233667,2019,5
Honey Dew,LION BABE,51,Cosmic Wind,I Love My Neo-Soul,r&b,neo soul,0.514,0.496,10,-6.554,0,0.226,0.688,0.00675,0.168,0.481,95.512,193253,2019,3
Ready When You Are,Mathilda Homer,40,Sunny Like You,I Love My Neo-Soul,r&b,neo soul,0.777,0.533,8,-8.237,1,0.158,0.644,0.0,0.0894,0.455,89.976,178502,2019,2
So Lo,Louis Baker,53,So Lo,I Love My Neo-Soul,r&b,neo soul,0.814,0.438,3,-7.025,0,0.048,0.434,1.66e-06,0.108,0.832,89.008,231640,2019,5
Want You,Shay Lia,41,Dangerous,I Love My Neo-Soul,r&b,neo soul,0.662,0.694,11,-4.669,0,0.322,0.367,0.0,0.339,0.775,99.962,192351,2019,5
Lovesick,Jerome Thomas,42,Mood Swings (Volume One),I Love My Neo-Soul,r&b,neo soul,0.557,0.369,11,-11.368,0,0.246,0.633,0.0509,0.0916,0.397,76.94,228070,2019,2
